Timestamp;UCT - DSchool - Basics - UCT - DSchool Load Power [W] - P_LOAD;UCT - DSchool - Basics - UCT - DSchool Solar [W] - P_SOLAR;UCT - DSchool - Basics - UCT - DSchool Incomer Power [W] - P_INCOMER
2023-08-01 00:00:00;;;
2023-08-01 00:05:00;;;34722.570
2023-08-01 00:10:00;;;41126.268
2023-08-01 00:15:00;;;51067.200
2023-08-01 00:20:00;;;55993.766
2023-08-01 00:25:00;;;56916.996
2023-08-01 00:30:00;;;53669.546
2023-08-01 00:35:00;;;50683.710
2023-08-01 00:40:00;;;50227.726
2023-08-01 00:45:00;;;50241.364
2023-08-01 00:50:00;;;51698.788
2023-08-01 00:55:00;;;48797.880
2023-08-01 01:00:00;;;44390.710
2023-08-01 01:05:00;;;45597.504
2023-08-01 01:10:00;;;41959.272
2023-08-01 01:15:00;;;46969.544
2023-08-01 01:20:00;;;41964.758
2023-08-01 01:25:00;;;46291.856
2023-08-01 01:30:00;;;43319.908
2023-08-01 01:35:00;;;46278.846
2023-08-01 01:40:00;;;44606.342
2023-08-01 01:45:00;;;45195.582
2023-08-01 01:50:00;;;43131.520
2023-08-01 01:55:00;;;47292.456
2023-08-01 02:00:00;;;41217.896
2023-08-01 02:05:00;;;47184.450
2023-08-01 02:10:00;;;44072.452
2023-08-01 02:15:00;;;43863.424
2023-08-01 02:20:00;;;44698.318
2023-08-01 02:25:00;;;44624.906
2023-08-01 02:30:00;;;45058.180
2023-08-01 02:35:00;;;46090.730
2023-08-01 02:40:00;;;44277.824
2023-08-01 02:45:00;;;44941.200
2023-08-01 02:50:00;;;47640.428
2023-08-01 02:55:00;;;56004.302
2023-08-01 03:00:00;;;73426.572
2023-08-01 03:05:00;;;77243.602
2023-08-01 03:10:00;;;72830.534
2023-08-01 03:15:00;;;58293.466
2023-08-01 03:20:00;;;60470.166
2023-08-01 03:25:00;;;60023.646
2023-08-01 03:30:00;;;55391.818
2023-08-01 03:35:00;;;54312.322
2023-08-01 03:40:00;;;54512.408
2023-08-01 03:45:00;;;54280.834
2023-08-01 03:50:00;;;50123.908
2023-08-01 03:55:00;;;56212.556
2023-08-01 04:00:00;;;51325.506
2023-08-01 04:05:00;;;52699.356
2023-08-01 04:10:00;;;54013.294
2023-08-01 04:15:00;;;49331.468
2023-08-01 04:20:00;;;52862.624
2023-08-01 04:25:00;;;53392.430
2023-08-01 04:30:00;;;53790.418
2023-08-01 04:35:00;;;53184.700
2023-08-01 04:40:00;;;51166.770
2023-08-01 04:45:00;;;54777.634
2023-08-01 04:50:00;;;54629.500
2023-08-01 04:55:00;;;51212.222
2023-08-01 05:00:00;;;54968.454
2023-08-01 05:05:00;;;50400.502
2023-08-01 05:10:00;;;55994.458
2023-08-01 05:15:00;;;52948.952
2023-08-01 05:20:00;;;52280.564
2023-08-01 05:25:00;;;51577.262
2023-08-01 05:30:00;;;54655.926
2023-08-01 05:35:00;;;53671.886
2023-08-01 05:40:00;;;54508.378
2023-08-01 05:45:00;;;53386.600
2023-08-01 05:50:00;;;52923.826
2023-08-01 05:55:00;;;52354.836
2023-08-01 06:00:00;;;51944.052
2023-08-01 06:05:00;;;52863.070
2023-08-01 06:10:00;;;53984.722
2023-08-01 06:15:00;;;53513.724
2023-08-01 06:20:00;;;52914.678
2023-08-01 06:25:00;;;51211.420
2023-08-01 06:30:00;;;52741.242
2023-08-01 06:35:00;;;53540.976
2023-08-01 06:40:00;;;54737.206
2023-08-01 06:45:00;;;55185.926
2023-08-01 06:50:00;;;54746.472
2023-08-01 06:55:00;;;55820.314
2023-08-01 07:00:00;;;58788.398
2023-08-01 07:05:00;;;57476.212
2023-08-01 07:10:00;;;56236.832
2023-08-01 07:15:00;;;56879.116
2023-08-01 07:20:00;60949.186;0.000;60949.186
2023-08-01 07:25:00;63049.090;0.000;63049.090
2023-08-01 07:30:00;62007.758;0.000;62007.758
2023-08-01 07:35:00;63674.144;0.000;63674.144
2023-08-01 07:40:00;61143.654;0.000;61143.654
2023-08-01 07:45:00;59505.090;0.000;59505.090
2023-08-01 07:50:00;60843.844;0.000;60843.844
2023-08-01 07:55:00;61593.168;0.000;61593.168
2023-08-01 08:00:00;62181.032;0.000;62181.032
2023-08-01 08:05:00;67032.180;0.000;67032.180
2023-08-01 08:10:00;64233.428;0.000;64233.428
2023-08-01 08:15:00;63019.054;0.000;63019.054
2023-08-01 08:20:00;61379.180;0.000;61379.180
2023-08-01 08:25:00;60185.578;0.000;60185.578
2023-08-01 08:30:00;14528.612;0.000;14528.612
2023-08-01 08:35:00;40589.340;0.000;40589.340
2023-08-01 08:40:00;59282.304;0.000;59282.304
2023-08-01 08:45:00;64770.066;0.000;64770.066
2023-08-01 08:50:00;62175.952;0.000;62175.952
2023-08-01 08:55:00;62673.738;0.000;62673.738
2023-08-01 09:00:00;61157.786;0.000;61157.786
2023-08-01 09:05:00;61485.952;0.000;61485.952
2023-08-01 09:10:00;61876.666;0.000;61876.666
2023-08-01 09:15:00;60739.464;0.000;60739.464
2023-08-01 09:20:00;59668.086;0.000;59668.086
2023-08-01 09:25:00;68511.132;0.000;68511.132
2023-08-01 09:30:00;73566.348;0.000;73566.348
2023-08-01 09:35:00;70774.282;0.000;70774.282
2023-08-01 09:40:00;70299.006;0.000;70299.006
2023-08-01 09:45:00;70043.970;0.000;70043.970
2023-08-01 09:50:00;75091.736;0.000;75091.736
2023-08-01 09:55:00;71252.258;0.000;71252.258
2023-08-01 10:00:00;75209.262;0.000;75209.262
2023-08-01 10:05:00;72413.770;0.000;72413.770
2023-08-01 10:10:00;75842.388;0.000;75842.388
2023-08-01 10:15:00;71695.944;0.000;71695.944
2023-08-01 10:20:00;74072.272;0.000;74072.272
2023-08-01 10:25:00;73833.594;0.000;73833.594
2023-08-01 10:30:00;74100.958;0.000;74100.958
2023-08-01 10:35:00;70392.042;0.000;70392.042
2023-08-01 10:40:00;75889.024;0.000;75889.024
2023-08-01 10:45:00;74524.362;0.000;74524.362
2023-08-01 10:50:00;73283.980;0.000;73283.980
2023-08-01 10:55:00;74661.900;0.000;74661.900
2023-08-01 11:00:00;73887.238;0.000;73887.238
2023-08-01 11:05:00;80978.262;0.000;80978.262
2023-08-01 11:10:00;76873.248;0.000;76873.248
2023-08-01 11:15:00;73917.644;0.000;73917.644
2023-08-01 11:20:00;76980.404;0.000;76980.404
2023-08-01 11:25:00;73293.046;0.000;73293.046
2023-08-01 11:30:00;74777.198;0.000;74777.198
2023-08-01 11:35:00;69300.138;0.000;69300.138
2023-08-01 11:40:00;69132.324;0.000;69132.324
2023-08-01 11:45:00;68878.012;0.000;68878.012
2023-08-01 11:50:00;61694.278;0.000;61694.278
2023-08-01 11:55:00;63957.238;0.000;63957.238
2023-08-01 12:00:00;61593.322;0.000;61593.322
2023-08-01 12:05:00;60226.278;0.000;60226.278
2023-08-01 12:10:00;;;
2023-08-01 12:15:00;;;
2023-08-01 12:20:00;;;
2023-08-01 12:25:00;;;
2023-08-01 12:30:00;;;
2023-08-01 12:35:00;;;
2023-08-01 12:40:00;;;
2023-08-01 12:45:00;;;
2023-08-01 12:50:00;;;
2023-08-01 12:55:00;;;
2023-08-01 13:00:00;;;
2023-08-01 13:05:00;;;
2023-08-01 13:10:00;;;
2023-08-01 13:15:00;;;
2023-08-01 13:20:00;;;
2023-08-01 13:25:00;;;
2023-08-01 13:30:00;;;
2023-08-01 13:35:00;;;
2023-08-01 13:40:00;;;
2023-08-01 13:45:00;;;
2023-08-01 13:50:00;;;
2023-08-01 13:55:00;;;
2023-08-01 14:00:00;;;
2023-08-01 14:05:00;;;
2023-08-01 14:10:00;45914.510;0.000;45914.510
2023-08-01 14:15:00;54816.538;0.000;54816.538
2023-08-01 14:20:00;56231.990;0.000;56231.990
2023-08-01 14:25:00;58729.564;0.000;58729.564
2023-08-01 14:30:00;57559.186;0.000;57559.186
2023-08-01 14:35:00;56696.274;0.000;56696.274
2023-08-01 14:40:00;56640.628;0.000;56640.628
2023-08-01 14:45:00;60003.990;0.000;60003.990
2023-08-01 14:50:00;55295.798;0.000;55295.798
2023-08-01 14:55:00;54515.202;0.000;54515.202
2023-08-01 15:00:00;53707.340;0.000;53707.340
2023-08-01 15:05:00;56571.238;0.000;56571.238
2023-08-01 15:10:00;55495.016;0.000;55495.016
2023-08-01 15:15:00;53162.634;0.000;53162.634
2023-08-01 15:20:00;53041.934;0.000;53041.934
2023-08-01 15:25:00;57360.318;0.000;57360.318
2023-08-01 15:30:00;56748.062;0.000;56748.062
2023-08-01 15:35:00;55567.680;0.000;55567.680
2023-08-01 15:40:00;53457.276;0.000;53457.276
2023-08-01 15:45:00;51668.458;0.000;51668.458
2023-08-01 15:50:00;58380.740;0.000;58380.740
2023-08-01 15:55:00;54997.838;0.000;54997.838
2023-08-01 16:00:00;53318.772;0.000;53318.772
2023-08-01 16:05:00;51767.772;0.000;51767.772
2023-08-01 16:10:00;53028.714;0.000;53028.714
2023-08-01 16:15:00;55548.514;0.000;55548.514
2023-08-01 16:20:00;58598.962;0.000;58598.962
2023-08-01 16:25:00;56052.724;0.000;56052.724
2023-08-01 16:30:00;56891.348;0.000;56891.348
2023-08-01 16:35:00;54878.246;0.000;54878.246
2023-08-01 16:40:00;55489.172;0.000;55489.172
2023-08-01 16:45:00;56254.770;0.000;56254.770
2023-08-01 16:50:00;56640.204;0.000;56640.204
2023-08-01 16:55:00;56302.272;0.000;56302.272
2023-08-01 17:00:00;56665.166;0.000;56665.166
2023-08-01 17:05:00;57158.424;0.000;57158.424
2023-08-01 17:10:00;55085.622;0.000;55085.622
2023-08-01 17:15:00;54079.874;0.000;54079.874
2023-08-01 17:20:00;53129.810;0.000;53129.810
2023-08-01 17:25:00;52955.572;0.000;52955.572
2023-08-01 17:30:00;57776.080;0.000;57776.080
2023-08-01 17:35:00;52135.020;0.000;52135.020
2023-08-01 17:40:00;52457.974;0.000;52457.974
2023-08-01 17:45:00;53071.236;0.000;53071.236
2023-08-01 17:50:00;52509.078;0.000;52509.078
2023-08-01 17:55:00;52532.346;0.000;52532.346
2023-08-01 18:00:00;55353.674;0.000;55353.674
2023-08-01 18:05:00;52411.446;0.000;52411.446
2023-08-01 18:10:00;52033.996;0.000;52033.996
2023-08-01 18:15:00;52336.322;0.000;52336.322
2023-08-01 18:20:00;52673.502;0.000;52673.502
2023-08-01 18:25:00;56392.012;0.000;56392.012
2023-08-01 18:30:00;52464.978;0.000;52464.978
2023-08-01 18:35:00;53257.258;0.000;53257.258
2023-08-01 18:40:00;;;52895.302
2023-08-01 18:45:00;;;53477.406
2023-08-01 18:50:00;;;54826.504
2023-08-01 18:55:00;;;52043.748
2023-08-01 19:00:00;;;51977.168
2023-08-01 19:05:00;;;56335.820
2023-08-01 19:10:00;;;52338.676
2023-08-01 19:15:00;;;51512.352
2023-08-01 19:20:00;;;51399.368
2023-08-01 19:25:00;;;51241.222
2023-08-01 19:30:00;;;52155.052
2023-08-01 19:35:00;;;52062.270
2023-08-01 19:40:00;;;56740.556
2023-08-01 19:45:00;;;53978.432
2023-08-01 19:50:00;;;53118.626
2023-08-01 19:55:00;;;52675.940
2023-08-01 20:00:00;;;51611.238
2023-08-01 20:05:00;;;52088.404
2023-08-01 20:10:00;;;51938.634
2023-08-01 20:15:00;;;56390.218
2023-08-01 20:20:00;;;52649.082
2023-08-01 20:25:00;;;52690.768
2023-08-01 20:30:00;;;53682.402
2023-08-01 20:35:00;;;55520.784
2023-08-01 20:40:00;;;52055.536
2023-08-01 20:45:00;;;53962.640
2023-08-01 20:50:00;;;55311.502
2023-08-01 20:55:00;;;50369.332
2023-08-01 21:00:00;;;49289.770
2023-08-01 21:05:00;;;48981.496
2023-08-01 21:10:00;;;49549.048
2023-08-01 21:15:00;;;49021.208
2023-08-01 21:20:00;;;52651.878
2023-08-01 21:25:00;;;49066.920
2023-08-01 21:30:00;;;48882.364
2023-08-01 21:35:00;;;48737.450
2023-08-01 21:40:00;;;49581.382
2023-08-01 21:45:00;;;49500.190
2023-08-01 21:50:00;;;49468.616
2023-08-01 21:55:00;;;52509.974
2023-08-01 22:00:00;;;48433.208
2023-08-01 22:05:00;;;49224.482
2023-08-01 22:10:00;;;48989.918
2023-08-01 22:15:00;;;49243.668
2023-08-01 22:20:00;;;50001.124
2023-08-01 22:25:00;;;49100.664
2023-08-01 22:30:00;;;48884.396
2023-08-01 22:35:00;;;52478.706
2023-08-01 22:40:00;;;55647.416
2023-08-01 22:45:00;;;62722.886
2023-08-01 22:50:00;;;63244.516
2023-08-01 22:55:00;;;58423.340
2023-08-01 23:00:00;;;49143.914
2023-08-01 23:05:00;;;48156.548
2023-08-01 23:10:00;;;50911.144
2023-08-01 23:15:00;;;50093.610
2023-08-01 23:20:00;;;49709.864
2023-08-01 23:25:00;;;49737.180
2023-08-01 23:30:00;;;53564.218
2023-08-01 23:35:00;;;50038.382
2023-08-01 23:40:00;;;48642.382
2023-08-01 23:45:00;;;48108.676
2023-08-01 23:50:00;;;48346.444
2023-08-01 23:55:00;;;48618.004
2023-08-02 00:00:00;;;47818.968
2023-08-02 00:05:00;;;48454.662
2023-08-02 00:10:00;;;50238.918
2023-08-02 00:15:00;;;53300.698
2023-08-02 00:20:00;;;49774.124
2023-08-02 00:25:00;;;48757.376
2023-08-02 00:30:00;;;48551.864
2023-08-02 00:35:00;;;49305.512
2023-08-02 00:40:00;;;48627.748
2023-08-02 00:45:00;;;48688.546
2023-08-02 00:50:00;;;48957.116
2023-08-02 00:55:00;;;49207.632
2023-08-02 01:00:00;;;48079.744
2023-08-02 01:05:00;;;48811.510
2023-08-02 01:10:00;;;48515.114
2023-08-02 01:15:00;;;49573.628
2023-08-02 01:20:00;;;49414.938
2023-08-02 01:25:00;;;49043.170
2023-08-02 01:30:00;;;49437.414
2023-08-02 01:35:00;;;48736.820
2023-08-02 01:40:00;;;48841.448
2023-08-02 01:45:00;;;50611.222
2023-08-02 01:50:00;;;48740.416
2023-08-02 01:55:00;;;49269.434
2023-08-02 02:00:00;;;49064.630
2023-08-02 02:05:00;;;49051.948
2023-08-02 02:10:00;;;49167.570
2023-08-02 02:15:00;;;49093.198
2023-08-02 02:20:00;;;48248.454
2023-08-02 02:25:00;;;53904.014
2023-08-02 02:30:00;;;49507.044
2023-08-02 02:35:00;;;50218.342
2023-08-02 02:40:00;;;49595.916
2023-08-02 02:45:00;;;49140.136
2023-08-02 02:50:00;;;50126.456
2023-08-02 02:55:00;;;49384.388
2023-08-02 03:00:00;;;49716.220
2023-08-02 03:05:00;;;48791.568
2023-08-02 03:10:00;;;49895.628
2023-08-02 03:15:00;;;49139.270
2023-08-02 03:20:00;;;49332.134
2023-08-02 03:25:00;;;48925.024
2023-08-02 03:30:00;;;51766.330
2023-08-02 03:35:00;;;49699.522
2023-08-02 03:40:00;;;48692.906
2023-08-02 03:45:00;;;49365.966
2023-08-02 03:50:00;;;52592.562
2023-08-02 03:55:00;;;49035.394
2023-08-02 04:00:00;;;48669.826
2023-08-02 04:05:00;;;48588.860
2023-08-02 04:10:00;;;
2023-08-02 04:15:00;;;
2023-08-02 04:20:00;;;
2023-08-02 04:25:00;;;
2023-08-02 04:30:00;;;
2023-08-02 04:35:00;;;
2023-08-02 04:40:00;;;
2023-08-02 04:45:00;;;
2023-08-02 04:50:00;;;
2023-08-02 04:55:00;;;
2023-08-02 05:00:00;;;
2023-08-02 05:05:00;;;
2023-08-02 05:10:00;;;
2023-08-02 05:15:00;;;
2023-08-02 05:20:00;;;
2023-08-02 05:25:00;;;
2023-08-02 05:30:00;;;
2023-08-02 05:35:00;;;
2023-08-02 05:40:00;;;
2023-08-02 05:45:00;;;
2023-08-02 05:50:00;;;
2023-08-02 05:55:00;;;
2023-08-02 06:00:00;;;
2023-08-02 06:05:00;;;41401.950
2023-08-02 06:10:00;;;52741.832
2023-08-02 06:15:00;;;58596.068
2023-08-02 06:20:00;;;56242.464
2023-08-02 06:25:00;;;58044.310
2023-08-02 06:30:00;;;55747.672
2023-08-02 06:35:00;;;54334.000
2023-08-02 06:40:00;;;54590.360
2023-08-02 06:45:00;;;53743.422
2023-08-02 06:50:00;;;54889.140
2023-08-02 06:55:00;;;56755.304
2023-08-02 07:00:00;;;58362.202
2023-08-02 07:05:00;;;56913.868
2023-08-02 07:10:00;;;53970.386
2023-08-02 07:15:00;56520.626;0.000;56520.626
2023-08-02 07:20:00;56660.104;0.000;56660.104
2023-08-02 07:25:00;58827.968;0.000;58827.968
2023-08-02 07:30:00;56140.602;0.000;56140.602
2023-08-02 07:35:00;54564.906;0.000;54564.906
2023-08-02 07:40:00;55766.346;0.000;55766.346
2023-08-02 07:45:00;55541.906;0.000;55541.906
2023-08-02 07:50:00;58346.074;0.000;58346.074
2023-08-02 07:55:00;58273.356;0.000;58273.356
2023-08-02 08:00:00;56077.344;0.000;56077.344
2023-08-02 08:05:00;59398.778;0.000;59398.778
2023-08-02 08:10:00;61545.408;0.000;61545.408
2023-08-02 08:15:00;56393.686;0.000;56393.686
2023-08-02 08:20:00;57640.202;0.000;57640.202
2023-08-02 08:25:00;57298.100;0.000;57298.100
2023-08-02 08:30:00;56747.670;0.000;56747.670
2023-08-02 08:35:00;59457.864;0.000;59457.864
2023-08-02 08:40:00;56341.868;0.000;56341.868
2023-08-02 08:45:00;59103.026;0.000;59103.026
2023-08-02 08:50:00;55204.632;0.000;55204.632
2023-08-02 08:55:00;54931.534;0.000;54931.534
2023-08-02 09:00:00;56592.390;0.000;56592.390
2023-08-02 09:05:00;56813.734;0.000;56813.734
2023-08-02 09:10:00;57708.192;0.000;57708.192
2023-08-02 09:15:00;55430.788;0.000;55430.788
2023-08-02 09:20:00;58721.382;0.000;58721.382
2023-08-02 09:25:00;58528.534;0.000;58528.534
2023-08-02 09:30:00;55329.734;0.000;55329.734
2023-08-02 09:35:00;56902.256;0.000;56902.256
2023-08-02 09:40:00;55211.186;0.000;55211.186
2023-08-02 09:45:00;57113.708;0.000;57113.708
2023-08-02 09:50:00;58257.234;0.000;58257.234
2023-08-02 09:55:00;58132.012;0.000;58132.012
2023-08-02 10:00:00;58131.000;0.000;58131.000
2023-08-02 10:05:00;59299.860;0.000;59299.860
2023-08-02 10:10:00;58105.922;0.000;58105.922
2023-08-02 10:15:00;60812.358;0.000;60812.358
2023-08-02 10:20:00;60759.854;0.000;60759.854
2023-08-02 10:25:00;61715.000;0.000;61715.000
2023-08-02 10:30:00;55535.018;0.000;55535.018
2023-08-02 10:35:00;59679.030;0.000;59679.030
2023-08-02 10:40:00;58523.768;0.000;58523.768
2023-08-02 10:45:00;58068.120;0.000;58068.120
2023-08-02 10:50:00;54521.122;0.000;54521.122
2023-08-02 10:55:00;59947.218;0.000;59947.218
2023-08-02 11:00:00;57154.324;0.000;57154.324
2023-08-02 11:05:00;55665.972;0.000;55665.972
2023-08-02 11:10:00;53546.674;0.000;53546.674
2023-08-02 11:15:00;57248.666;5108.688;52139.978
2023-08-02 11:20:00;55569.258;26146.118;29423.140
2023-08-02 11:25:00;56155.896;26691.444;29464.452
2023-08-02 11:30:00;60031.842;27114.608;32917.234
2023-08-02 11:35:00;58828.306;27439.862;31388.444
2023-08-02 11:40:00;56792.812;27797.116;28995.696
2023-08-02 11:45:00;55194.106;28121.454;27072.652
2023-08-02 11:50:00;57127.322;28401.728;28725.594
2023-08-02 11:55:00;61443.870;28736.582;32707.288
2023-08-02 12:00:00;57715.844;28913.018;28802.826
2023-08-02 12:05:00;55968.912;29168.230;26800.682
2023-08-02 12:10:00;55783.440;29389.460;26393.980
2023-08-02 12:15:00;56376.892;30663.274;25713.618
2023-08-02 12:20:00;58141.188;32099.746;26041.442
2023-08-02 12:25:00;59178.032;32869.006;26309.026
2023-08-02 12:30:00;58117.374;33582.376;24534.998
2023-08-02 12:35:00;55403.020;33869.300;21533.720
2023-08-02 12:40:00;56780.120;34205.584;22574.536
2023-08-02 12:45:00;55713.586;34529.226;21184.360
2023-08-02 12:50:00;56073.466;34867.670;21205.796
2023-08-02 12:55:00;57543.196;34634.884;22908.312
2023-08-02 13:00:00;60792.862;34620.488;26172.374
2023-08-02 13:05:00;58619.242;34749.650;23869.592
2023-08-02 13:10:00;56466.804;34812.054;21654.750
2023-08-02 13:15:00;55590.754;34675.576;20915.178
2023-08-02 13:20:00;57079.096;34320.416;22758.680
2023-08-02 13:25:00;56537.724;33856.272;22681.452
2023-08-02 13:30:00;56353.682;34154.696;22198.986
2023-08-02 13:35:00;56394.710;33908.240;22486.470
2023-08-02 13:40:00;54478.208;33386.548;21091.660
2023-08-02 13:45:00;55169.652;33091.556;22078.096
2023-08-02 13:50:00;55275.640;33229.498;22046.142
2023-08-02 13:55:00;55625.168;32888.340;22736.828
2023-08-02 14:00:00;53627.740;32340.982;21286.758
2023-08-02 14:05:00;56163.626;31795.916;24367.710
2023-08-02 14:10:00;59357.832;31550.260;27807.572
2023-08-02 14:15:00;56701.624;30979.452;25722.172
2023-08-02 14:20:00;56418.964;30122.096;26296.868
2023-08-02 14:25:00;55852.992;29510.318;26342.674
2023-08-02 14:30:00;56890.346;29367.534;27522.812
2023-08-02 14:35:00;56754.472;28651.812;28102.660
2023-08-02 14:40:00;56802.650;28132.214;28670.436
2023-08-02 14:45:00;55681.580;27528.816;28152.764
2023-08-02 14:50:00;58468.450;26910.626;31557.824
2023-08-02 14:55:00;57484.548;26334.670;31149.878
2023-08-02 15:00:00;60437.322;25799.216;34638.106
2023-08-02 15:05:00;56638.238;24797.726;31840.512
2023-08-02 15:10:00;60924.956;23985.240;36939.716
2023-08-02 15:15:00;54413.816;23256.326;31157.490
2023-08-02 15:20:00;60658.348;22082.236;38576.112
2023-08-02 15:25:00;56117.292;21299.140;34818.152
2023-08-02 15:30:00;59943.418;20167.654;39775.764
2023-08-02 15:35:00;57071.350;19108.372;37962.978
2023-08-02 15:40:00;56302.000;18108.492;38193.508
2023-08-02 15:45:00;58289.288;16985.644;41303.644
2023-08-02 15:50:00;50440.448;16116.382;34324.066
2023-08-02 15:55:00;54968.734;15305.022;39663.712
2023-08-02 16:00:00;50349.482;14324.692;36024.790
2023-08-02 16:05:00;50594.812;13549.162;37045.650
2023-08-02 16:10:00;54818.740;12474.010;42344.730
2023-08-02 16:15:00;50916.594;11705.176;39211.418
2023-08-02 16:20:00;50784.378;10708.572;40075.806
2023-08-02 16:25:00;50014.162;9560.096;40454.066
2023-08-02 16:30:00;55201.468;7513.676;47687.792
2023-08-02 16:35:00;50707.040;6110.086;44596.954
2023-08-02 16:40:00;49921.206;5498.742;44422.464
2023-08-02 16:45:00;50655.548;4784.144;45871.404
2023-08-02 16:50:00;50713.294;4275.728;46437.566
2023-08-02 16:55:00;50374.806;3779.732;46595.074
2023-08-02 17:00:00;51866.440;3074.160;48792.280
2023-08-02 17:05:00;51431.456;844.878;50586.578
2023-08-02 17:10:00;51123.700;727.246;50396.454
2023-08-02 17:15:00;51709.708;659.018;51050.690
2023-08-02 17:20:00;49814.704;566.580;49248.124
2023-08-02 17:25:00;49122.350;481.474;48640.876
2023-08-02 17:30:00;47436.830;395.032;47041.798
2023-08-02 17:35:00;47206.438;319.386;46887.052
2023-08-02 17:40:00;47539.702;240.124;47299.578
2023-08-02 17:45:00;47464.796;117.308;47347.488
2023-08-02 17:50:00;46171.150;110.030;46061.120
2023-08-02 17:55:00;46534.242;65.252;46468.990
2023-08-02 18:00:00;47472.180;42.520;47429.660
2023-08-02 18:05:00;46991.738;0.982;46990.756
2023-08-02 18:10:00;48065.866;0.000;48065.866
2023-08-02 18:15:00;49035.384;0.000;49035.384
2023-08-02 18:20:00;49647.296;0.000;49647.296
2023-08-02 18:25:00;50767.800;0.000;50767.800
2023-08-02 18:30:00;45911.042;0.000;45911.042
2023-08-02 18:35:00;46988.554;0.000;46988.554
2023-08-02 18:40:00;49840.682;0.000;49840.682
2023-08-02 18:45:00;50951.708;0.000;50951.708
2023-08-02 18:50:00;51863.318;0.000;51863.318
2023-08-02 18:55:00;52494.516;0.000;52494.516
2023-08-02 19:00:00;52060.302;0.000;52060.302
2023-08-02 19:05:00;49934.780;0.000;49934.780
2023-08-02 19:10:00;49444.688;0.000;49444.688
2023-08-02 19:15:00;51073.982;0.000;51073.982
2023-08-02 19:20:00;52175.700;0.000;52175.700
2023-08-02 19:25:00;48771.852;0.000;48771.852
2023-08-02 19:30:00;50514.100;0.000;50514.100
2023-08-02 19:35:00;46901.926;0.000;46901.926
2023-08-02 19:40:00;45405.068;0.000;45405.068
2023-08-02 19:45:00;45604.272;0.000;45604.272
2023-08-02 19:50:00;47361.512;0.000;47361.512
2023-08-02 19:55:00;41640.496;0.000;41640.496
2023-08-02 20:00:00;45284.370;0.000;45284.370
2023-08-02 20:05:00;46241.430;0.000;46241.430
2023-08-02 20:10:00;;;
2023-08-02 20:15:00;;;
2023-08-02 20:20:00;;;
2023-08-02 20:25:00;;;
2023-08-02 20:30:00;;;
2023-08-02 20:35:00;;;
2023-08-02 20:40:00;;;
2023-08-02 20:45:00;;;
2023-08-02 20:50:00;;;
2023-08-02 20:55:00;;;
2023-08-02 21:00:00;;;
2023-08-02 21:05:00;;;
2023-08-02 21:10:00;;;
2023-08-02 21:15:00;;;
2023-08-02 21:20:00;;;
2023-08-02 21:25:00;;;
2023-08-02 21:30:00;;;
2023-08-02 21:35:00;;;
2023-08-02 21:40:00;;;
2023-08-02 21:45:00;;;
2023-08-02 21:50:00;;;
2023-08-02 21:55:00;;;
2023-08-02 22:00:00;;;
2023-08-02 22:05:00;41214.210;0.000;41214.210
2023-08-02 22:10:00;50861.842;0.000;50861.842
2023-08-02 22:15:00;53638.664;0.000;53638.664
2023-08-02 22:20:00;50567.600;0.000;50567.600
2023-08-02 22:25:00;49174.428;0.000;49174.428
2023-08-02 22:30:00;39830.250;0.000;39830.250
2023-08-02 22:35:00;42218.320;0.000;42218.320
2023-08-02 22:40:00;40239.830;0.000;40239.830
2023-08-02 22:45:00;37968.416;0.000;37968.416
2023-08-02 22:50:00;43140.770;0.000;43140.770
